,reviews,Cleaned Reviews,Score,Sentiment
584,"  Dubai to London. My husband and I traveled together. He got business class, my ticket was a last minute add-on, so was Premium Economy instead. After we boarded, my husband came to me to give me his pillow, so I got settled and started sleeping. I was woken up by a flight attendant who grabbed the pillow that my husband gave me and saying that, There is a lady in business class is missing a pillow, did I take the pillow. I told her I didn’t, and the pillow was given to me. I stood up and told her it wasn’t Ok for her to accuse me of stealing a pillow, and I’ll show her whom my husband is who gave me the pillow. I located my husband in the business class, apparently, his seat had 1 extra pillow and so he gave me the extra one. He offered to give his pillow to the flight attendant who said there was no need and he could keep it.",dubai london husband traveled together got business class ticket last minute add premium economy instead boarded husband came give pillow got settled started sleeping woken flight attendant grabbed pillow husband gave saying lady business class missing pillow take pillow told pillow given stood told ok accuse stealing pillow show husband gave pillow located husband business class apparently seat extra pillow gave extra one offered give pillow flight attendant said need could keep,-0.6705,Negative
585,"  London to Cape Town. Gone are the days in which British Airways was a great airline. Weird seat configuration, service that needs training, horrible food and no internet in business class are  basic services offered by most of the airlines but not by BA.",london cape town gone day british airway great airline weird seat configuration service need training horrible food internet business class basic service offered airline ba,-0.0258,Negative
586,"  Rio de Janeiro to London . Economy - packed out seating, awful food, very narrow seats, uncomfortable, expensive add ons (seat choice, luggage), try to match Norwegian pricing on the Rio route, IFE was iffy. My back and legs have been terrible for 3 days (I paid £77 for an exit seat), the breakfast served was unfit for me, I took my own drinks and some food items. Long haul is getting the same as short. Come prepared!",rio de janeiro london economy packed seating awful food narrow seat uncomfortable expensive add ons seat choice luggage try match norwegian pricing rio route ife iffy back leg terrible day paid exit seat breakfast served unfit took drink food item long haul getting short come prepared,-0.7783,Negative
587,"  Johannesburg to Dublin via London. I get to the counter and require a transit visa. Since when and why if you are in the same terminal even. There was no support, guidance or remorse from the staff. I also had a non refundable hotel booking in Dublin! BA need to communicate such changes.",johannesburg dublin via london get counter require transit visa since terminal even support guidance remorse staff also non refundable hotel booking dublin ba need communicate change,0.1531,Neutral
588,"  Las Vegas to Paris via London. The staff were great, but the 747 was the most uncomfortable flight in business class I’ve experienced.  The aisle seat felt like I was sitting in the aisle, a business class configuration of 2-4-2. That’s a tight squeeze. And,there were backward facing seats. The seats were not only uncomfortable but just so many things wrong with the configuration. I was just glad I didn’t pay full price for this flight.",la vega paris via london staff great uncomfortable flight business class experienced aisle seat felt like sitting aisle business class configuration tight squeeze backward facing seat seat uncomfortable many thing wrong configuration glad pay full price flight,0.2263,Neutral
589,"  BA cancelled my return flight on 09-Feb-20 from Geneva to Gatwick due to storm Ciara. They rebooked me onto a later flight, then cancelled that as well. Since then, I heard nothing more and I was left on my own to buy a new return flight. I've tried calling them several times every day, but they are not answering their phones, claiming they are too busy to talk to customers. They cancelled my flight, so I want a refund, but so far there is no way of getting through to them. ",ba cancelled return flight feb geneva gatwick due storm ciara rebooked onto later flight cancelled well since heard nothing left buy new return flight tried calling several time every day answering phone claiming busy talk customer cancelled flight want refund far way getting,-0.3818,Negative
590,"  Mexico City to Manchester via London. My plane from Mexico City to London was smooth. Entertainment was quite nice and so was the food; although I chose a window seat and was never informed it wasn't actually the window, but a wall! The crew was amazingly kind and lovely. They're always checking on you, and we even got a Magnum! Loved this airline for my first flight ever.",mexico city manchester via london plane mexico city london smooth entertainment quite nice food although chose window seat never informed actually window wall crew amazingly kind lovely always checking even got magnum loved airline first flight ever,0.9556,Positive
591," London Heathrow to Sofia. A good experience onboard one of BAs recently refreshed A321 cabins, although unfortunately without any in-seat power supply, contrary to what is stated on their website about which aircraft types were due to get in-seat power following refresh. Another thing to add to the list of inconsistencies with the BA product. However the flight overall was very good. As usual an extremely efficient pre-flight experience at Heathrow's excellent T5. Fast track security was fast, as expected. Galleries Club Lounge was pretty good, and not too crowded. Boarding was smooth with priority boarding honoured as usual. The crew were excellent and provided a very attentive service, with plently of drinks runs given the slightly longer distance of the flight. The food pretty good for a shorthaul business class offering. I found the seats to be pretty comfortable and legroom reasonable for a 5 ft 11"" chap. So overall a good experience with no major complaints.",london heathrow sofia good experience onboard one ba recently refreshed cabin although unfortunately without seat power supply contrary stated website aircraft type due get seat power following refresh another thing add list inconsistency ba product however flight overall good usual extremely efficient pre flight experience heathrow excellent fast track security fast expected gallery club lounge pretty good crowded boarding smooth priority boarding honoured usual crew excellent provided attentive service plently drink run given slightly longer distance flight food pretty good shorthaul business class offering found seat pretty comfortable legroom reasonable ft chap overall good experience major complaint,0.9896,Positive
592,"  I was to fly to Melbourne from Manchester via London and Singapore in July 2019. Arriving late to board my Heathrow flight, the Check-In-Staff discussed my dilemma with her supervisor. Only option being to find my way to Heathrow. I somehow managed to get to Heathrow in time where only the Singapore to Melbourne Boarding Pass was issued. I was told that because Manchester to Heathrow flight was missed, my Heathrow to Singapore was cancelled. ",fly melbourne manchester via london singapore july arriving late board heathrow flight check staff discussed dilemma supervisor option find way heathrow somehow managed get heathrow time singapore melbourne boarding pas issued told manchester heathrow flight missed heathrow singapore cancelled,-0.5994,Negative
593,"  Madrid to London. I keep giving BA the benefit of the doubt, but things are getting worse not better. This A321 has cramped business class seats, no middle table any more and frankly this is a pathetic premium cabin. Despite every statement they make about catering improvements, i simply refer to meal photos on this route in 2016 or 2017 to see they have severely cut back on meal portions and cost. Iberia staff in  Madrid were all very nice, cabin staff okay, but overall Club Europe is not worth the money - don't waste your money on this.  ",madrid london keep giving ba benefit doubt thing getting worse better cramped business class seat middle table frankly pathetic premium cabin despite every statement make catering improvement simply refer meal photo route see severely cut back meal portion cost iberia staff madrid nice cabin staff okay overall club europe worth money waste money,-0.0772,Negative
594,"  Prague to London. This is the first time I have flown with British Airways. The flight departed earlier than intended and got to Heathrow about 5 minutes early. However at Heathrow, there was a plane in the way as we had arrived early. A negative was at the check-in, partly the website’s fault, as we had done the online check in. We selected the amount of bags we each had. It said we would have to pay extra, and we spent forever at the checkin because we had to pay £65 for each bag. Apart from those negatives and the delay, I would definitely fly this airline again.",prague london first time flown british airway flight departed earlier intended got heathrow minute early however heathrow plane way arrived early negative check partly website fault done online check selected amount bag said would pay extra spent forever checkin pay bag apart negative delay would definitely fly airline,-0.8813,Negative
595,"  Johannesburg to London. Whoever designed the refurbished Galleries Lounge at JNB has no understanding of acoustics, as every syllable of a Facetime conversation was audible 20 feet away. Add in different languages and some degree of inebriation as you have a recipe for an unrelaxing experience. Thankfully, the upper deck of the A380 was more civilised, with an efficient, if slightly distant, cabin crew who ensured that everyone was fed and watered by 2 hours after takeoff, allowing plenty of time for sleep. Food was mediocre and I've given up expecting anything more from BA's business class product. The White Company bedding is more of a gimmick than a genuine enhancement, and breakfast has become rather perfunctory, with no pastries or bread apart from a solitary croissant. Arrival at a chilly LHR was ahead of schedule and we were curbside 30 minutes after landing. Reliability is currently BA's strongest card.",johannesburg london whoever designed refurbished gallery lounge jnb understanding acoustic every syllable facetime conversation audible foot away add different language degree inebriation recipe unrelaxing experience thankfully upper deck civilised efficient slightly distant cabin crew ensured everyone fed watered hour takeoff allowing plenty time sleep food mediocre given expecting anything ba business class product white company bedding gimmick genuine enhancement breakfast become rather perfunctory pastry bread apart solitary croissant arrival chilly lhr ahead schedule curbside minute landing reliability currently ba strongest card,0.8176,Positive
596,"  Las Vegas to Gatwick. A very disappointing service for Club World, it felt like I was travelling in economy (with attitude). Especially considering the very high cost of the flight (I've paid half as much less for business class returns to Australia). We got off to a bad start when offered one third of a glass of champagne (about 2 cm in the bottom of the glass). My initial drink after take off was not what I ordered, when I queried it, I got a lecture on this was how it should be. No wine arrived with dinner, until I asked for it a second time (out of stock of the first choice), no second glass of wine offered. Yes, I could have used the call button, but 1/3 of a glass of champagne and one glass of wine being offered on a 10 hour business class flight? Other than the initial bottle of water, and a glass of water with dinner, no other water was offered until I got up and went to the galley to ask. The good news is the food was good and well presented. Although the promised (on the menu) selection of pastries with breakfast were not served (I later walked past the galley to see the crew eating them for their own breakfast). We had dutifully filled in the pre-order card for breakfast, only to find we were being asked again at breakfast. Sleeping was impossible due to the temperature being so high, I actually thought I had a fever (I was so drenched in sweat) until I spoke to a colleague who was the same. I'm used to flying ultra long haul with Middle Eastern airlines, so I'm used to hot cabins, but this was crazy. Only when the crew dropped the temperature a few hours before landing (presumably to wake us up), was it bearable enough to sleep. Combined with the a very dry cabin air, it was very unpleasant. No need to say anything much about the eight across seating as I know the seats are being upgraded over the next few years, other than they are very cramped if sitting next to a window. I do like the semi-reclined position for take off and landing though. I have fairly big shoulders and found the seat width very restrictive. There is nowhere to put your spectacles or bottles of water if lying down. Being on the second aisle, we had to join in with the economy passengers queuing to disembark, so it wasn't quick. At no point did any member of the cabin crew introduce themselves other than via a general PA announcement. The seats I can forgive as they are being addressed, but the service was budget airline level. Really BA, you need to do much, much better. The ground staff in Las Vegas were fast, friendly and efficient. The lounge was something from the dark ages, all 1970's wooden panels.",la vega gatwick disappointing service club world felt like travelling economy attitude especially considering high cost flight paid half much le business class return australia got bad start offered one third glass champagne cm bottom glass initial drink take ordered queried got lecture wine arrived dinner asked second time stock first choice second glass wine offered yes could used call button glass champagne one glass wine offered hour business class flight initial bottle water glass water dinner water offered got went galley ask good news food good well presented although promised menu selection pastry breakfast served later walked past galley see crew eating breakfast dutifully filled pre order card breakfast find asked breakfast sleeping impossible due temperature high actually thought fever drenched sweat spoke colleague used flying ultra long haul middle eastern airline used hot cabin crazy crew dropped temperature hour landing presumably wake u bearable enough sleep combined dry cabin air unpleasant need say anything much eight across seating know seat upgraded next year cramped sitting next window like semi reclined position take landing though fairly big shoulder found seat width restrictive nowhere put spectacle bottle water lying second aisle join economy passenger queuing disembark quick point member cabin crew introduce via general pa announcement seat forgive addressed service budget airline level really ba need much much better ground staff la vega fast friendly efficient lounge something dark age wooden panel,0.9442,Positive
597,"  San Diego to Stockholm via London. Had I written this review immediately on landing it would have been zero out of ten. But I realise this would be unfair- BA is a game of two halves. The inflight experience is immeasurably improved from a few years ago. The food in Club is excellent, the cabin crew attentive and professional, the pilots are the best in the industry and IFE absolutely fine. The Club World product is competitive with the better European airlines such as Lufthansa and streets ahead of most US carriers. The problems start when anything goes wrong - which it frequently does given the mostly old fleet especially on non-core routes. In my case, the flight was cancelled due to the inbound aircraft (an ancient 747) going technical. Then a comedy of errors. First the hotel vouchers just said ‘Holiday Inn’. There are about 15 in San Diego- cue hordes of passengers looking for shuttle buses in the wrong place, arriving at hotels with no booking etc etc. Next, the replacement flights. The clunky app kept just saying error for some reason. Eventually the full website on a PC showed my replacement flights. But no booking refs or any statement if these were being offered to me, were confirmed or whatever. On calling BA they wouldn’t talk to me because I ‘failed’ security- I didn’t know the billing address of the specific booking which was done by my company’s travel department despite having a full executive club account that was associated with the booking and which they could have used. The next day I went to take the replacement flights- Alaska Airlines to Newark then SAS to Stockholm. Despite getting a boarding card and making it to my seat on the plane, I was pulled off minutes before takeoff. BA had not paid for the flight! A reservation had been created but no ticket issued. BA then booked me on a roundabout route back via Chicago plus a 12 hour layover from 4am to 4pm, getting me home over 36 hours after my original reservation. Later I spotted that the next BA flight which would get me home much sooner now had tickets available online, why was I not on this? When I called they had no explanation and only agreed to ‘exceptionally’ change my flight again after I complained about all of the above. Finally, I arrived home after a 24 hour delay and a roller coaster of incompetence. In summary, when all goes well, BA is better than it was and staff are doing a heroic inflight job. But old planes, rubbish back office IT infrastructure and plain incompetence mean this airline can be hell if anything goes wrong. And bear in mind I was travelling in business class- who knows how they treat economy passengers.",san diego stockholm via london written review immediately landing would zero ten realise would unfair ba game two half inflight experience immeasurably improved year ago food club excellent cabin crew attentive professional pilot best industry ife absolutely fine club world product competitive better european airline lufthansa street ahead u carrier problem start anything go wrong frequently given mostly old fleet especially non core route case flight cancelled due inbound aircraft ancient going technical comedy error first hotel voucher said holiday inn san diego cue horde passenger looking shuttle bus wrong place arriving hotel booking etc etc next replacement flight clunky app kept saying error reason eventually full website pc showed replacement flight booking ref statement offered confirmed whatever calling ba talk failed security know billing address specific booking done company travel department despite full executive club account associated booking could used next day went take replacement flight alaska airline newark sa stockholm despite getting boarding card making seat plane pulled minute takeoff ba paid flight reservation created ticket issued ba booked roundabout route back via chicago plus hour layover pm getting home hour original reservation later spotted next ba flight would get home much sooner ticket available online called explanation agreed exceptionally change flight complained finally arrived home hour delay roller coaster incompetence summary go well ba better staff heroic inflight job old plane rubbish back office infrastructure plain incompetence mean airline hell anything go wrong bear mind travelling business class know treat economy passenger,-0.3117,Negative
598,"  Cape Town to Johannesburg. The SLOW lounge at Cape Town continues to impress by the standard of service and the generous array of food and drink, including ingenious wine-dispensing machines. Boarding was quick and take-off was exactly on time. There was some turbulence but the captain kept passengers well informed. The Club meal was the usual offering with the hot options displayed on a tray. Arrival was 20 minutes ahead of schedule.",cape town johannesburg slow lounge cape town continues impress standard service generous array food drink including ingenious wine dispensing machine boarding quick take exactly time turbulence captain kept passenger well informed club meal usual offering hot option displayed tray arrival minute ahead schedule,0.8074,Positive
599," On 4th of December before my flight's departure I got my purse stolen in NYC with all my money and my passport in it. Thanks to the kind strangers I managed to get to the Danish embassy and get a temporary passport. When I arrived at the JFK Airport it was too late and I wasn't allowed to drop off my luggage. With tears in my eyes I went to the desk where they sell tickets and the employee was so kind and helpful - she booked me on to the next flight for free, got me through security without having to wait in the line and she informed the flight crew what happened. When I finally sat down the flight crew were so kind and gave me water and food as I haven't had any food for the whole day as I didn't have any money. I want to say thank you for your service and kindness and for making sure that I got back to Denmark safely. I was overwhelmed with all the kindness from all the staff! Once again thank you!",th december flight departure got purse stolen nyc money passport thanks kind stranger managed get danish embassy get temporary passport arrived jfk airport late allowed drop luggage tear eye went desk sell ticket employee kind helpful booked next flight free got security without wait line informed flight crew happened finally sat flight crew kind gave water food food whole day money want say thank service kindness making sure got back denmark safely overwhelmed kindness staff thank,0.9853,Positive
600,"  Phoenix to London. Since moving to the USA I've been flying BA more than in the past and overall, they provide a more than acceptable service. If you choose your seat in Club World carefully and the crew are in the right mood then they surpass expectations. The new menus and service offering are significantly better than in the past and the wine list more interesting. On this flight the crew were engaging and the food was good. Departed PHX early and arrived into LHR early where immigration and baggage took minutes. If you manage your expectations with BA, then you won't be disappointed with Club World.",phoenix london since moving usa flying ba past overall provide acceptable service choose seat club world carefully crew right mood surpass expectation new menu service offering significantly better past wine list interesting flight crew engaging food good departed phx early arrived lhr early immigration baggage took minute manage expectation ba disappointed club world,0.8625,Positive
601," London Heathrow to Bangkok. Done this route a few times with British Airways over the years, first time and probably last in economy, old plane needs upgrade, poor entertainment system. Uncomfortable seats especially for 10+ hour flight. I know they’re starting to upgrade these planes but still a long time away. The only saving grace was a superb cabin staff in economy.",london heathrow bangkok done route time british airway year first time probably last economy old plane need upgrade poor entertainment system uncomfortable seat especially hour flight know starting upgrade plane still long time away saving grace superb cabin staff economy,0.6124,Positive
602,"  Mumbai to Boston via London. My flight with British airways was really good. The catering was excellent on both flights and even the service was good. However, some of the seats have very limited legroom due to the IFE box blocking space in front of you. Also, BA had misplaced my tennis racket which was checked in. They have a really weird policy that you can't carry your single sports equipment as cabin baggage and instead, you have to check it in. The ground staff was rude at Logan Airport in Boston. Also, they took a week to deliver my racket to my house even though it arrived in Boston 24 hrs after I had come. Even after contacting BA'S Baggage Customer Service, they were speaking rudely to me. They always tried to cut my call in like 2 minutes without even listening to my concern. British Airways needs to improve their ground experience. ",mumbai boston via london flight british airway really good catering excellent flight even service good however seat limited legroom due ife box blocking space front also ba misplaced tennis racket checked really weird policy carry single sport equipment cabin baggage instead check ground staff rude logan airport boston also took week deliver racket house even though arrived boston hr come even contacting ba baggage customer service speaking rudely always tried cut call like minute without even listening concern british airway need improve ground experience,0.3947,Neutral
603," I purchased roundtrip tickets for my wife and I to travel from Orlando, Florida to Accra, Ghana and I purchased advance seat assignments. Unfortunately, British Airways only gave me the seats I paid for for one of four international legs our our roundtrip. I have been fighting with British Airways to get my refund for these seat assignments. They have only provided me with refund of $234. Despite several phone calls and filing multiple on-line calls and providing them with detailed, my fightcontinues. Their customer service is really poor. I will never purchase advance seat assignments with them again.",purchased roundtrip ticket wife travel orlando florida accra ghana purchased advance seat assignment unfortunately british airway gave seat paid one four international leg roundtrip fighting british airway get refund seat assignment provided refund despite several phone call filing multiple line call providing detailed fightcontinues customer service really poor never purchase advance seat assignment,-0.807,Negative
604,"  Toronto to Geneva via London. I stopped flying BA about three years ago after they dramatically downgraded their service. Apparently things have improved somewhat since, so I decided to give them another try. Overall, I was happy with my experience, save for two major gripes. On the plus side: I flew on new aircraft, which were comfortable, albeit with the usual narrow seats for modern aircraft (same with all airlines). Legroom on the 787-9 was generous and seemed to be more than the official 31"". Pilots were very good and informative, as always with BA. Quality of food on long-haul has definitely improved since the bad old days of soggy pasta and droopy sandwiches; I rather enjoyed the meals served, which were on nice large trays. The IFE was just about adequate, though surprisingly dated for such new aircraft. Cathay Pacific's is far superior. The two major downsides: 1. The new Basic Economy fare. It is really pesky and serves only to disgruntle passengers. BA really need to get rid of it. Virtually everyone on long-haul has to check in a bag, so please just include it in all airfare types. If I wanted to be nickle-and-dimed, I'd fly to Gatwick on a charter airline. Also, not being able to choose a seat even at the time of check-in is infuriating. I was automatically allocated a middle seat even though the entire rear half of the plane was empty! This just goes to show that you will get a middle seat unless you pay. Thankfully, the lady at check-in changed it to a window seat free of charge after I asked nicely. 2. No complimentary catering on short-haul. Seeing as virtually all passengers flying to/from Heathrow are connecting to/from long-haul flights with BA and have spent at least $1,000 on their airfare, I resented a drink and snack not being included on the short-haul segment of my trip. BA should not be treating connecting passengers the same as those on low-cost airlines who only paid a few dollars for a short trip. If BA would get rid of these two new features, I would not hesitate to fly with them again, as everything else about my trip was pleasant. As it is, I would still consider other airlines.",toronto geneva via london stopped flying ba three year ago dramatically downgraded service apparently thing improved somewhat since decided give another try overall happy experience save two major gripe plus side flew new aircraft comfortable albeit usual narrow seat modern aircraft airline legroom generous seemed official pilot good informative always ba quality food long haul definitely improved since bad old day soggy pasta droopy sandwich rather enjoyed meal served nice large tray ife adequate though surprisingly dated new aircraft cathay pacific far superior two major downside new basic economy fare really pesky serf disgruntle passenger ba really need get rid virtually everyone long haul check bag please include airfare type wanted nickle dimed fly gatwick charter airline also able choose seat even time check infuriating automatically allocated middle seat even though entire rear half plane empty go show get middle seat unless pay thankfully lady check changed window seat free charge asked nicely complimentary catering short haul seeing virtually passenger flying heathrow connecting long haul flight ba spent least airfare resented drink snack included short haul segment trip ba treating connecting passenger low cost airline paid dollar short trip ba would get rid two new feature would hesitate fly everything else trip pleasant would still consider airline,0.9863,Positive
605," Hong Kong to London Heathrow with British Airways. One of the best flights I’ve had in a premium cabin. The service, seat, food and wine are among the best I’ve experienced. The only gripe I had was the cabin temperature which was quite warm and sleeping was quite impossible at first even with pyjamas on provided by BA. The cabin attendant did my own bed and it was a nice touch. I would not hesitate flying First class with BA on my next flight.",hong kong london heathrow british airway one best flight premium cabin service seat food wine among best experienced gripe cabin temperature quite warm sleeping quite impossible first even pyjama provided ba cabin attendant bed nice touch would hesitate flying first class ba next flight,0.9061,Positive
606,"  San Jose to Amsterdam via London. Layout of Boeing 787 cabin is poor with rearmost seat not having luggage bins (row 42-44 D, E, and F,). In addition the crew fill the bins over the outer seats (row 42-43 K, J) with their bags and blankets. I would not recommend BA or the 787.",san jose amsterdam via london layout boeing cabin poor rearmost seat luggage bin row e f addition crew fill bin outer seat row k j bag blanket would recommend ba,-0.1531,Negative
607,"  Singapore to Paris via London. The flight was a ok, dated seating with shakey arms not the most comfortable but a serviceable experience. However our luggage was not loaded onto the flight, the second time this happened now with BA and despite a 13 hour flight, 2 hour stopover, and 1 hour flight to Paris BA did not make any effort to inform us at any time of the issue. Instead after travelling for around 17 hours we had to wait for the baggage to all come and clear before we realised ours was missing. Being a Sunday and most shops close at lunchtime that also left little time to buy emergency items and the despite knowing they hadn’t loaded the baggage they could not find a way to send it quicker than 24 hours after arrival meaning 2 out of 3 days in Paris will be spent without luggage.",singapore paris via london flight ok dated seating shakey arm comfortable serviceable experience however luggage loaded onto flight second time happened ba despite hour flight hour stopover hour flight paris ba make effort inform u time issue instead travelling around hour wait baggage come clear realised missing sunday shop close lunchtime also left little time buy emergency item despite knowing loaded baggage could find way send quicker hour arrival meaning day paris spent without luggage,0.552,Positive
608,"  Warsaw to London. Everything went like clockwork and nothing could be disliked about this flight. Professional crew with beams on their faces, new aircraft (it's important to choose a seat no further than row 14 in A321neo, as those seats are the old type Pinnacle seats and have better legroom), very informative captain who told us about expected turbulence before we had taken off (very much appreciated), on time landing and good atmosphere on board! The food in Euro Traveller is unfortunately no longer free, however being in BA's Executive Club you can pay for the food & drinks with avios, which is very convenient. The only drawback I could find is a long queue to the bag check-in at Warsaw Airport - 3 opened check-in counters for approx. 200 people is rather not enough.",warsaw london everything went like clockwork nothing could disliked flight professional crew beam face new aircraft important choose seat row neo seat old type pinnacle seat better legroom informative captain told u expected turbulence taken much appreciated time landing good atmosphere board food euro traveller unfortunately longer free however ba executive club pay food drink avios convenient drawback could find long queue bag check warsaw airport opened check counter approx people rather enough,0.932,Positive
609,"  New York  to London Heathrow. Very good, staff very nice, comfortable seats, seat recline good enough, food a bit limited. I would recommend BA to others since they are a very good airline.",new york london heathrow good staff nice comfortable seat seat recline good enough food bit limited would recommend ba others since good airline,0.9371,Positive
610,"  London to Los Angeles. Take off was delayed by 3 hrs (which we spent onboard) because of a dent to the door which needed inspection - sure maybe outside of their control. I was flying with my wife and two kids (2 & 4), sitting on bulkhead with 3 seats and using the baby bassinet facility. After take off we saw that the inflight entertainment service (for the whole section - not whole cabin) was not working. And we were sitting into an 11.5hr overnight flight with two little ones, meaning sleeping was not going to happen. We contacted the cabin crew who made zero accommodation. Sorry they said. During the flight the cabin crew stood in the galley behind the bulkhead talking loudly while the lights were dimmed, and kept slamming drawers as they moved things around. To cap it off, we landed at 10pm ET and they had left behind our baby car seat and stroller. We finally received them back 2 days later. Conclusion, never fly BA again.",london los angeles take delayed hr spent onboard dent door needed inspection sure maybe outside control flying wife two kid sitting bulkhead seat using baby bassinet facility take saw inflight entertainment service whole section whole cabin working sitting hr overnight flight two little one meaning sleeping going happen contacted cabin crew made zero accommodation sorry said flight cabin crew stood galley behind bulkhead talking loudly light dimmed kept slamming drawer moved thing around cap landed pm et left behind baby car seat stroller finally received back day later conclusion never fly ba,0.4404,Neutral
611,"  British Airways (Comair) Johannesburg to Cape Town route is never less than fully subscribed, and on this occasion the equivalent of Club Europe stretched back 9 rows. Service followed the usual pattern of a drink (champagne included) and Comair’s idiosyncratic ‘four-course meal’, I.e. a tiny salad, a hot course that one could see before choosing, a minute iced cake and a minuscule cheese & biscuits. The hot meal is invariably scorched around the edges. Comair really need to move with the times to a more modern business class offering. Aside from the meal, the flight was typically efficient, with arrival slightly ahead of schedule.",british airway comair johannesburg cape town route never le fully subscribed occasion equivalent club europe stretched back row service followed usual pattern drink champagne included comair idiosyncratic four course meal e tiny salad hot course one could see choosing minute iced cake minuscule cheese biscuit hot meal invariably scorched around edge comair really need move time modern business class offering aside meal flight typically efficient arrival slightly ahead schedule,0.6124,Positive
612,"  London to Bangkok. It's not what it used to be but most importantly, it does not deliver what it promises any longer.  Disappointing food, outdated and uncomfortable seats, appalling baggage handling at LHR, and  mediocre crew service onboard. The customer service online is just as bad. My most recent experience was early January 2020 when they put me next to a couple with a newborn baby in Club World on an overnight flight from LHR to BKK. Baby screams, could not sleep and as the cabin was full, they could not move me. The couple was very nice, apologetic and we just had to bear the 12 hours long haul flight together. However, my dealings with customer service was appalling. When is BA going to offer a kids free zone in Club World for people who need to work or sleep?",london bangkok used importantly deliver promise longer disappointing food outdated uncomfortable seat appalling baggage handling lhr mediocre crew service onboard customer service online bad recent experience early january put next couple newborn baby club world overnight flight lhr bkk baby scream could sleep cabin full could move couple nice apologetic bear hour long haul flight together however dealing customer service appalling ba going offer kid free zone club world people need work sleep,-0.743,Negative
613,"  London to Johannesburg. Departure was slightly delayed by 50 mph gusts, but once away  the flight was the usual comfortable experience on the upper deck. Seats 53J/K are some of the best as long as the galley is quiet. The dinner service was efficient and we were ready for sleep after a film. Cabin crew were pleasant and attentive. Toilets were kept clean throughout the flight. Arrival was 30 minutes behind time, but baggage collection and customs were mercifully quick, so we were in the SLOW lounge just 40 minutes after landing. Overall, a good flight.",london johannesburg departure slightly delayed mph gust away flight usual comfortable experience upper deck seat j k best long galley quiet dinner service efficient ready sleep film cabin crew pleasant attentive toilet kept clean throughout flight arrival minute behind time baggage collection custom mercifully quick slow lounge minute landing overall good flight,0.9643,Positive
614,"  Overall a very comfortable flight with British Airways. Both of my flights took off on time and reached on time. I was really excited to fly BA since they changed the aircraft from Boeing 777-200 to a Boeing 747-400 which is known as the queen of the skies.  The flight attendants are very nice and professional towards passengers, they did their best to speed up the boarding process since both of my flights were full and we took off. Everything went well on my first flight and also flight time went short over the atlantic due to great tail winds. On my second flight to Mumbai, the flight attendants were polite and respectful and gave the best service. However, during the lunch service, they ran out of vegetarian food option and had to fetch for vegetarian food in other cabins and even give crew meals to passengers who were vegetarian. Overall, my both flights with BA were good. There are some shortcomings on their older fleet like lack of USB ports, Power Outlet, Old IFE, the IFE box in front of you that blocks your legroom.  BA  need to refurbish their old cabins on Boeing 777-200 and Boeing 747,if they still plan to use them on longer flights.",overall comfortable flight british airway flight took time reached time really excited fly ba since changed aircraft boeing boeing known queen sky flight attendant nice professional towards passenger best speed boarding process since flight full took everything went well first flight also flight time went short atlantic due great tail wind second flight mumbai flight attendant polite respectful gave best service however lunch service ran vegetarian food option fetch vegetarian food cabin even give crew meal passenger vegetarian overall flight ba good shortcoming older fleet like lack usb port power outlet old ife ife box front block legroom ba need refurbish old cabin boeing boeing still plan use longer flight,0.9798,Positive
615,"  Los Angeles to London on 6th January, and my husbands seat was broken. The Customer Service Manager was rude to me and made insinuations about our intentions. It was a dreadful way to end our honeymoon and left a bitter taste. A truly horrendous experience.",los angeles london th january husband seat broken customer service manager rude made insinuation intention dreadful way end honeymoon left bitter taste truly horrendous experience,-0.9136,Negative
616,  Gatwick to Cancun. Flight was late. My food was bad and it was not possible to change. I paid for the internet which did not work for me most of the time. Was advised to report but no instructions to where or how.,gatwick cancun flight late food bad possible change paid internet work time advised report instruction,-0.5423,Negative
617," 
Fantastic flight. Travelled solo from London Gatwick to Glasgow in British Airway’s Club Europe cabin and could not fault one aspect of the service. I arrived at Gatwick around 2 hours prior to departure. All BA Club World passengers are entitled to fast track security at Gatwick. This was quick and the staff were pleasant enough. The lounge at Gatwick was clean and modern and made for a nice relaxing start to the journey. Boarding was quick and the flight departed on-time and landed 10 minutes early, the crew were very attentive and friendly. The in-flight meal was delicious (I had smoked Salmon served with curried rice). Overall a really lovely flying experience. Had there been ever-so-slightly more leg room and in-flight entertainment I’d have given this flight 10/10! A fantastic crew who were a credit to the airline.",fantastic flight travelled solo london gatwick glasgow british airway club europe cabin could fault one aspect service arrived gatwick around hour prior departure ba club world passenger entitled fast track security gatwick quick staff pleasant enough lounge gatwick clean modern made nice relaxing start journey boarding quick flight departed time landed minute early crew attentive friendly flight meal delicious smoked salmon served curried rice overall really lovely flying experience ever slightly leg room flight entertainment given flight fantastic crew credit airline,0.9886,Positive
